buy_thresh,sell_thresh,alloc_buy,alloc_sell,equity,ratio_bh,trades,fees,sharpe
0.2,0.75,100,85,10.454973244476692,0.017020336764860342,685,1.1324697410343518,0.8610095264313592
0.25,0.8,100,85,10.278440968953491,0.016732948293459008,565,0.9549456470650977,0.8606938186935782
0.2,0.7,100,85,10.25301879391557,0.016691561867083482,766,1.2487120562124454,0.8582262776586763
0.3,0.85,100,85,10.04238520850191,0.01634865763635057,490,0.8200928238956917,0.8591754304644448
0.25,0.75,100,85,10.02225488556297,0.016315886163139278,656,1.0735029954070796,0.8575345896418372
0.3,0.8,100,85,9.83416683963184,0.01600968529506115,546,0.9168687771925427,0.8566362896650243
0.25,0.7,100,85,9.828654734687872,0.01600071177784252,737,1.1877316865797096,0.8547461813499537
0.1,0.9,100,80,9.74991476351782,0.015872525813629013,204,0.20791813210294952,0.8550196689139389
0.15,0.9,100,80,9.74991476351782,0.015872525813629013,204,0.20791813210294952,0.8550196689139389
0.2,0.9,100,80,9.664069336957056,0.015732772412484806,184,0.20157137767110278,0.854761455127318
0.3,0.75,100,85,9.589078324370599,0.015610689623871868,637,1.0335886538851344,0.8534721342450237
0.3,0.7,100,85,9.40387261825805,0.015309181105858717,718,1.1459320929540167,0.8506763715244235
0.25,0.9,100,80,9.37217093375352,0.015257571854102332,180,0.19863829446370815,0.8522123332686778
0.3,0.9,100,80,9.121117905352508,0.014848866160715629,180,0.19865944784431983,0.8495964222827043
0.1,0.9,100,85,8.76000353977775,0.01426098439679449,204,0.18396001158459616,0.8472661707546931
0.15,0.9,100,85,8.76000353977775,0.01426098439679449,204,0.18396001158459616,0.8472661707546931
0.2,0.9,100,85,8.698525691000889,0.014160900573977045,184,0.179402993976699,0.8470585089165373
0.25,0.9,100,85,8.497545004083099,0.013833710929911631,180,0.1772838248216069,0.8451371527157263
0.3,0.9,100,85,8.32570385932026,0.013553959458001573,180,0.17729950334690198,0.8431792625664773
