strategy,config,ratio,equity,trades,avg_alloc
Rainbow Momentum,"ma=10,r=98,f=98",1.047945245455215,6.437146135398868,119,99.94602076124568
Rainbow Momentum,"ma=14,r=97,f=98",1.0053336566939723,6.175398658508043,138,99.92214532871972
Rainbow Momentum,"ma=14,r=98,f=98",1.0580069817362368,6.498951718369616,135,99.93633217993082
Rainbow Momentum,"ma=21,r=98,f=98",1.0314691702590038,6.33593960363035,177,99.90865051903116
Combined Velocity,"FNG(7,10,95)+Rainbow(7,0.1,96)",1.383605301977513,8.498983664621779,1396,98.09411764705882
Combined Velocity,"FNG(7,10,95)+Rainbow(7,0.1,97)",1.3205573326032822,8.11170294154757,1396,98.5560553633218
Combined Velocity,"FNG(7,10,95)+Rainbow(7,0.15,96)",1.3068351644522316,8.027412658189817,1385,98.12456747404845
Combined Velocity,"FNG(7,10,95)+Rainbow(10,0.1,96)",1.3480887813205151,8.280818608115705,1387,98.09134948096886
Combined Velocity,"FNG(7,10,95)+Rainbow(10,0.1,97)",1.2849194253300358,7.8927922512490225,1387,98.5553633217993
Combined Velocity,"FNG(7,10,95)+Rainbow(10,0.15,96)",1.362985042305508,8.372320916320547,1384,98.11764705882354
Combined Velocity,"FNG(7,10,95)+Rainbow(10,0.15,97)",1.3122378234412524,8.060599225506076,1384,98.58200692041522
Combined Velocity,"FNG(7,10,96)+Rainbow(7,0.1,96)",1.3615838215562568,8.363713727376275,1396,98.10138408304499
Combined Velocity,"FNG(7,10,96)+Rainbow(7,0.1,97)",1.299539029051337,7.9825951546008636,1396,98.56332179930796
Combined Velocity,"FNG(7,10,96)+Rainbow(7,0.15,96)",1.2932571067829224,7.944007593057574,1385,98.12768166089967
Combined Velocity,"FNG(7,10,96)+Rainbow(10,0.1,96)",1.331838609705449,8.180999719805323,1387,98.09792387543254
Combined Velocity,"FNG(7,10,96)+Rainbow(10,0.15,96)",1.337837051649741,8.217845964919341,1384,98.12076124567474
Combined Velocity,"FNG(7,10,96)+Rainbow(10,0.15,97)",1.2880257404506317,7.911873214172031,1384,98.58512110726643
Combined Velocity,"FNG(7,10,97)+Rainbow(7,0.1,96)",1.299539029051337,7.9825951546008636,1396,98.56332179930796
Combined Velocity,"FNG(7,10,97)+Rainbow(7,0.1,97)",1.278553391121912,7.853688020681288,1396,98.57058823529412
Combined Velocity,"FNG(7,10,97)+Rainbow(10,0.15,96)",1.2880257404506317,7.911873214172031,1384,98.58512110726643
Combined Velocity,"FNG(7,15,95)+Rainbow(7,0.1,96)",1.3409766846392996,8.237131587381924,1157,98.80553633217993
Combined Velocity,"FNG(7,15,95)+Rainbow(7,0.1,97)",1.2899421321171223,7.923644910511473,1157,99.09238754325258
Combined Velocity,"FNG(7,15,95)+Rainbow(10,0.1,96)",1.3063976347739688,8.024725072660166,1149,98.80276816608995
Combined Velocity,"FNG(7,15,95)+Rainbow(10,0.15,96)",1.3210269877577157,8.114587862181965,1142,98.82906574394464
Combined Velocity,"FNG(7,15,95)+Rainbow(10,0.15,97)",1.2766919354996866,7.842253776462146,1142,99.11626297577854
Combined Velocity,"FNG(7,15,96)+Rainbow(7,0.1,96)",1.319395609529109,8.104566899631497,1157,98.81141868512111
Combined Velocity,"FNG(7,15,96)+Rainbow(10,0.1,96)",1.292314262556899,7.938216044222222,1149,98.8083044982699
Combined Velocity,"FNG(7,15,96)+Rainbow(10,0.15,96)",1.2990384675656743,7.979520387625263,1142,98.83183391003459
