cheap_threshold,equity,ratio_bh,trades,fees
0.25,64775.00505694931,105.45147981103155,252,158746.1395713498
0.2,17926.98581001987,29.184516165701897,203,37327.83628429709
0.15,230.36884090023545,0.3750325477230619,108,393.0783313760924
0.3,93.05402893682853,0.15148875781854343,87,247.7262936234372
0.35,90.23068413479196,0.1468924496109287,91,217.96578493320035
0.4,51.90076238921789,0.0844926556540128,81,126.87370610394902
