name,bands,allocations,equity,ratio,cagr,max_dd,sharpe,trades,avg_alloc
2 bandes: 100% → 95% (top extrême seulement),[0.8],"[100, 95]",5.917614298415354,0.9633672497133562,0.25175764438860315,-0.8075287830804562,0.8190374506375871,42,99.69896193771626
2 bandes: 100% → 90% (top extrême seulement),[0.8],"[100, 90]",5.701075636249334,0.928115500459717,0.24587798891262058,-0.8066429587169083,0.8147241327700987,42,99.39792387543254
2 bandes: 100% → 85% (top extrême seulement),[0.8],"[100, 85]",5.487199155629078,0.8932971452031598,0.23987586285034435,-0.806203181993417,0.8103392062916769,42,99.09688581314877
3 bandes: 100% → 95% → 90% (progressif doux),"[0.7, 0.85]","[100, 95, 90]",5.940168249695278,0.9670389553905119,0.25235919099517123,-0.8065055302023492,0.8179470545031415,49,99.12456747404845
3 bandes: 100% → 90% → 80% (progressif moyen),"[0.7, 0.85]","[100, 90, 80]",5.725183164447235,0.9320401231144274,0.24654213792690882,-0.8046372430243847,0.8123013891469345,49,98.24913494809688
4 bandes: 100 → 95 → 90 → 85 (très progressif),"[0.6, 0.75, 0.9]","[100, 95, 90, 85]",5.845261248251574,0.9515884220592256,0.24981426878805535,-0.8022463778026232,0.8142064382834661,76,98.28200692041523
4 bandes: 100 → 90 → 85 → 80 (progressif),"[0.6, 0.75, 0.9]","[100, 90, 85, 80]",5.837290174496088,0.9502907586743138,0.24959888536965646,-0.7970205829237346,0.8113029151819428,76,97.14878892733564
5 bandes: 100→95→90→85→80 (très fin),"[0.5, 0.65, 0.8, 0.9]","[100, 95, 90, 85, 80]",4.977337714966867,0.8102934567138349,0.22469810716855143,-0.8001670724706134,0.795223641920124,190,96.97231833910035
