percentile,window,equity,ratio_bh,trades,fees,time_in_btc
20,365,193.32446827374744,0.31472558350592306,220,579.0111701639789,32.52595155709342
30,365,190.9908286575697,0.3109264984938071,173,563.487912207458,35.88235294117647
25,365,190.9880448346034,0.3109219665257884,199,598.7330327666966,34.2560553633218
10,365,173.56733557182943,0.2825616511618273,240,612.3275206755164,27.508650519031143
15,365,164.0191586249385,0.267017547573383,226,562.1790215143025,30.173010380622838
35,365,153.67044671264193,0.25017020060165707,153,453.5686381605248,37.37024221453287
40,365,149.0549993611474,0.24265641109632086,153,439.76840911397784,38.33910034602076
