use_fng,fng_buy,fng_sell,fng_curve_exp,fng_smoothing_days,use_rainbow,buy_curve_exp,sell_curve_exp,max_allocation_pct,ramp_step_pct,execute_next_day,trade_cooldown_days,min_hold_days,full_EquityFinal,full_BHEquityFinal,full_CAGR,full_BHCAGR,full_Vol,full_BHVol,full_MaxDD,full_BHMaxDD,full_Sharpe,full_Sortino,full_Calmar,full_Days,full_trades,full_turnover,full_trades_per_year,med_Calmar,med_Vol,med_turnover,med_BHVol,med_EquityFinal,med_BHEquityFinal,med_CAGR,med_MaxDD,med_Days,med_BHMaxDD,med_trades,med_Sortino,med_Sharpe,med_BHCAGR,med_trades_per_year,full_equity_ratio,med_equity_ratio,score,trial_value
True,25,65,1.3,1,True,1.4,2.5,100,5,True,4,7,2.0491273784569253,2.390804845976232,0.431477341230704,0.5462227672545221,0.44621355400479373,0.48369957268001645,-0.28621944570296187,-0.32146980484614407,1.025581689876535,1.5597897198023754,1.5075053344802545,730,28,7.399999999999999,14.0,1.5075053344802545,0.44621355400479373,7.399999999999999,0.48369957268001645,2.0491273784569253,2.390804845976232,0.431477341230704,-0.28621944570296187,730.0,-0.32146980484614407,28.0,1.5597897198023754,1.025581689876535,0.5462227672545221,14.0,0.8570868433304558,0.8570868433304558,0.8570868433304558,0.8570868433304558
True,28,60,1.3,1,True,1.4,2.5,100,10,True,4,7,2.027272165421012,2.390804845976232,0.4238230808007757,0.5462227672545221,0.4472660078115492,0.48369957268001645,-0.30265651236881785,-0.32146980484614407,1.0122122906731001,1.5352819884804798,1.4003435032083622,730,23,6.9,11.5,1.4003435032083622,0.4472660078115492,6.9,0.48369957268001645,2.027272165421012,2.390804845976232,0.4238230808007757,-0.30265651236881785,730.0,-0.32146980484614407,23.0,1.5352819884804798,1.0122122906731001,0.5462227672545221,11.5,0.8479454811349191,0.8479454811349191,0.8479454811349191,0.8479454811349191
True,22,65,1.6,1,True,1.0,1.5,100,5,True,4,7,1.911949244488525,2.390804845976232,0.38273252818053183,0.5462227672545221,0.4410956932356669,0.48369957268001645,-0.2947271674305557,-0.32146980484614407,0.9537290105279216,1.4573346302711774,1.2985994182888265,730,28,5.6,14.0,1.2985994182888265,0.4410956932356669,5.6,0.48369957268001645,1.911949244488525,2.390804845976232,0.38273252818053183,-0.2947271674305557,730.0,-0.32146980484614407,28.0,1.4573346302711774,0.9537290105279216,0.5462227672545221,14.0,0.7997094567155368,0.7997094567155368,0.7997094567155368,0.7997094567155368
True,22,60,1.0,1,True,1.8,2.0,100,10,True,4,7,1.8819433154540992,2.390804845976232,0.3718393912751228,0.5462227672545221,0.43480902297251733,0.48369957268001645,-0.3026565123688182,-0.32146980484614407,0.9431866745829927,1.4052163537177822,1.228585462654012,730,28,7.6000000000000005,14.0,1.228585462654012,0.43480902297251733,7.6000000000000005,0.48369957268001645,1.8819433154540992,2.390804845976232,0.3718393912751228,-0.3026565123688182,730.0,-0.32146980484614407,28.0,1.4052163537177822,0.9431866745829927,0.5462227672545221,14.0,0.7871589011631142,0.7871589011631142,0.7871589011631142,0.7871589011631142
True,25,70,1.6,1,True,1.0,1.5,80,10,True,4,7,1.6585439148490795,2.390804845976232,0.28784467807615655,0.5462227672545221,0.3493601168572103,0.48369957268001645,-0.23036887075561452,-0.32146980484614407,0.8978801923806768,1.3606021914656972,1.2494946783858891,730,23,4.9,11.5,1.2494946783858891,0.3493601168572103,4.9,0.48369957268001645,1.6585439148490795,2.390804845976232,0.28784467807615655,-0.23036887075561452,730.0,-0.32146980484614407,23.0,1.3606021914656972,0.8978801923806768,0.5462227672545221,11.5,0.6937178154212122,0.6937178154212122,0.6937178154212122,0.6937178154212122
