fng_w,fng_t,fng_a,rainbow_w,rainbow_t,rainbow_a,ratio,equity,trades,avg_alloc
7,10,95,14,0.01,94,1.4415570435573968,8.854960115651467,1601,94.62595155709342
7,10,94,14,0.01,95,1.4415570435573968,8.854960115651467,1601,94.62595155709342
7,10,95,10,0.015,95,1.4398957329442428,8.844755289359693,1619,95.18200692041522
7,12,94,10,0.02,95,1.4392500460671203,8.840789069937664,1644,95.4764705882353
7,12,95,10,0.02,94,1.4392500460671203,8.840789069937664,1644,95.4764705882353
7,15,96,7,0.01,94,1.4390899581896093,8.839805708386558,1431,95.77301038062285
7,15,94,7,0.01,96,1.4390899581896093,8.839805708386558,1431,95.77301038062285
5,10,94,7,0.02,94,1.438276433086751,8.834808519845817,1722,94.78477508650518
7,10,94,14,0.015,94,1.43680949342534,8.825797643549304,1643,94.49273356401383
7,8,96,10,0.01,96,1.436061493742882,8.821202953811365,1585,95.54048442906574
7,15,95,7,0.01,94,1.435629803303841,8.818551236602463,1431,95.16262975778547
7,15,94,7,0.01,95,1.435629803303841,8.818551236602463,1431,95.16262975778547
5,8,94,7,0.02,94,1.4355171217355565,8.817859074750535,1730,94.49134948096885
7,10,94,14,0.005,95,1.4338050940469307,8.807342711927832,1498,94.23425605536332
7,10,95,14,0.005,94,1.4338050940469307,8.807342711927832,1498,94.23425605536332
7,10,96,10,0.01,95,1.432061644284004,8.796633334741994,1563,95.36955017301038
7,10,95,10,0.01,96,1.432061644284004,8.796633334741994,1563,95.36955017301038
7,10,95,10,0.02,96,1.4316743001730168,8.79425402088192,1668,95.96747404844291
7,10,96,10,0.02,95,1.4316743001730168,8.79425402088192,1668,95.96747404844291
7,15,94,7,0.02,95,1.4316555386942196,8.794138775947838,1584,95.90865051903114
7,15,95,7,0.02,94,1.4316555386942196,8.794138775947838,1584,95.90865051903114
7,12,94,14,0.015,94,1.4316167123657415,8.793900279946833,1609,94.74602076124567
7,10,94,7,0.005,95,1.4315369960861528,8.793410611862257,1476,94.19100346020761
7,10,95,7,0.005,94,1.4315369960861528,8.793410611862257,1476,94.19100346020761
7,8,96,10,0.015,96,1.431248095465903,8.79163600052715,1659,95.79584775086505
7,15,94,7,0.01,94,1.4311120235372363,8.790800160206722,1431,94.55224913494807
5,8,94,14,0.015,94,1.4299498095518128,8.783661102801556,1703,94.23944636678199
7,8,95,14,0.005,95,1.4296076946972158,8.781559615797647,1494,94.4318339100346
7,8,95,7,0.015,95,1.428281206814707,8.773411483647063,1650,94.97404844290658
7,10,94,7,0.015,94,1.427153410874605,8.76648384376432,1626,94.38408304498269
7,8,95,10,0.005,95,1.4267397979142376,8.763943169925753,1481,94.37231833910033
7,12,94,10,0.01,96,1.42587677647488,8.758641943409177,1518,95.31487889273357
7,12,96,10,0.01,94,1.42587677647488,8.758641943409177,1518,95.31487889273357
7,12,96,7,0.02,94,1.425333940779073,8.755307501350705,1650,96.0553633217993
7,12,94,7,0.02,96,1.425333940779073,8.755307501350705,1650,96.0553633217993
7,15,95,14,0.02,96,1.4253256817322872,8.75525676903303,1552,96.6840830449827
7,15,96,14,0.02,95,1.4253256817322872,8.75525676903303,1552,96.6840830449827
7,10,94,10,0.005,96,1.4251270094059159,8.754036397259354,1477,94.67404844290657
7,10,96,10,0.005,94,1.4251270094059159,8.754036397259354,1477,94.67404844290657
5,10,94,14,0.015,94,1.4247474451902788,8.751704872464122,1728,94.5190311418685
7,12,94,10,0.015,95,1.4247306089861766,8.75160145379159,1593,95.13079584775087
7,12,95,10,0.015,94,1.4247306089861766,8.75160145379159,1593,95.13079584775087
7,15,95,14,0.02,95,1.4243654435482498,8.749358375445917,1552,96.16089965397923
5,15,94,14,0.02,94,1.4243164905366636,8.749057674917225,1611,95.50588235294117
7,15,96,10,0.015,94,1.4241469265345164,8.74801610498229,1472,96.05813148788928
7,15,94,10,0.015,96,1.4241469265345164,8.74801610498229,1472,96.05813148788928
7,12,96,10,0.02,94,1.4240722366929153,8.747557312476381,1644,95.99307958477507
7,12,94,10,0.02,96,1.4240722366929153,8.747557312476381,1644,95.99307958477507
7,12,95,14,0.02,95,1.4239091809576288,8.746555720455419,1632,95.83910034602074
7,10,96,7,0.02,95,1.423877628676684,8.746361906280272,1649,96.01072664359862
7,10,95,7,0.02,96,1.423877628676684,8.746361906280272,1649,96.01072664359862
5,12,94,7,0.01,94,1.4238494799430759,8.746188998857344,1576,94.27958477508649
7,15,94,14,0.015,96,1.4237477433287726,8.74556406787318,1533,96.18823529411765
7,15,96,14,0.015,94,1.4237477433287726,8.74556406787318,1533,96.18823529411765
5,8,95,14,0.02,94,1.4216693938431968,8.732797523612302,1734,95.02837370242213
5,8,94,14,0.02,95,1.4216693938431968,8.732797523612302,1734,95.02837370242213
7,15,95,10,0.01,95,1.421480282219754,8.731635879756114,1372,95.31141868512111
7,10,94,10,0.005,95,1.4200958514429871,8.723131825500378,1477,94.16332179930795
7,10,95,10,0.005,94,1.4200958514429871,8.723131825500378,1477,94.16332179930795
7,10,94,14,0.01,94,1.4193854612866554,8.71876815738958,1601,94.13356401384083
5,12,95,14,0.02,95,1.419372126546195,8.71868624693348,1684,95.85674740484427
7,10,95,7,0.02,95,1.4186923790655785,8.714510805624048,1649,95.49723183391004
7,15,94,7,0.02,94,1.4186542594086302,8.714276650448983,1584,95.37162629757785
7,12,94,14,0.015,95,1.418216380741532,8.711586921207967,1609,95.2719723183391
7,12,95,14,0.015,94,1.418216380741532,8.711586921207967,1609,95.2719723183391
7,12,96,7,0.01,94,1.4180895243945333,8.710807688850766,1540,95.38269896193773
7,12,94,7,0.01,96,1.4180895243945333,8.710807688850766,1540,95.38269896193773
7,15,94,14,0.015,95,1.4173356706004636,8.706177039436403,1533,95.6311418685121
7,15,95,14,0.015,94,1.4173356706004636,8.706177039436403,1533,95.6311418685121
7,15,96,14,0.01,94,1.416722848744042,8.702412697871937,1494,95.82975778546714
7,15,94,14,0.01,96,1.416722848744042,8.702412697871937,1494,95.82975778546714
7,15,94,14,0.005,96,1.416478831068041,8.700913786123587,1346,95.45051903114187
7,15,96,14,0.005,94,1.416478831068041,8.700913786123587,1346,95.45051903114187
7,10,96,10,0.015,95,1.415100340901824,8.692446222875763,1619,95.6795847750865
7,10,95,10,0.015,96,1.415100340901824,8.692446222875763,1619,95.6795847750865
7,12,95,7,0.01,94,1.4149497296259825,8.69152107263873,1540,94.81937716262976
7,12,94,7,0.01,95,1.4149497296259825,8.69152107263873,1540,94.81937716262976
7,12,95,7,0.02,94,1.4145732071828505,8.689208232344631,1650,95.52802768166092
7,12,94,7,0.02,95,1.4145732071828505,8.689208232344631,1650,95.52802768166092
10,10,94,14,0.02,95,1.4145507648995124,8.689070377568262,1704,95.29342560553631
10,10,95,14,0.02,94,1.4145507648995124,8.689070377568262,1704,95.29342560553631
7,10,94,10,0.005,94,1.414262337324156,8.687298671975723,1477,93.65259515570934
7,12,95,14,0.02,96,1.4140169372953888,8.685791268937582,1632,96.34913494809688
7,12,96,14,0.02,95,1.4140169372953888,8.685791268937582,1632,96.34913494809688
7,10,94,7,0.005,94,1.4130727494048119,8.679991466460041,1476,93.68304498269895
5,10,94,14,0.02,95,1.4118320005399858,8.67236999788155,1754,95.34602076124568
5,10,95,14,0.02,94,1.4118320005399858,8.67236999788155,1754,95.34602076124568
7,8,95,7,0.005,95,1.4114363677501653,8.66993976968492,1477,94.39930795847748
7,12,94,7,0.01,94,1.4108798260641797,8.666521136718487,1540,94.2560553633218
7,10,95,7,0.01,96,1.4105701009053404,8.664618607824057,1569,95.42145328719724
7,10,96,7,0.01,95,1.4105701009053404,8.664618607824057,1569,95.42145328719724
7,15,94,14,0.015,94,1.4099476820983994,8.660795315686347,1533,95.07404844290656
7,15,96,7,0.015,94,1.4083381805220363,8.650908733446352,1515,96.10934256055363
7,15,94,7,0.015,96,1.4083381805220363,8.650908733446352,1515,96.10934256055363
7,12,95,10,0.01,95,1.4071399174066834,8.643548239359818,1518,95.06332179930796
5,8,94,7,0.01,94,1.4070502055766851,8.642997172247984,1623,93.82560553633216
10,8,94,14,0.02,94,1.4066629751335733,8.640618556608286,1686,94.4878892733564
7,15,96,7,0.005,94,1.4063817984705789,8.638891390730672,1306,95.41038062283738
7,15,94,7,0.005,96,1.4063817984705789,8.638891390730672,1306,95.41038062283738
7,10,94,14,0.005,94,1.4058064903115883,8.635357482152557,1498,93.72941176470587
5,10,94,7,0.01,94,1.4043750502904346,8.6265646672224,1617,94.0553633217993
7,12,96,14,0.015,94,1.4040282372829473,8.624434321175663,1609,95.79792387543252
7,12,94,14,0.015,96,1.4040282372829473,8.624434321175663,1609,95.79792387543252
7,8,96,7,0.02,96,1.4039253883178826,8.623802557425726,1676,96.06020761245674
7,12,94,7,0.02,94,1.4030178204409194,8.618227698360196,1650,95.00069204152247
10,12,94,14,0.02,94,1.402459485740253,8.614798051557331,1676,95.11626297577853
7,15,94,7,0.005,95,1.4021878423990046,8.613129445404569,1306,94.77093425605536
7,15,95,7,0.005,94,1.4021878423990046,8.613129445404569,1306,94.77093425605536
7,12,94,10,0.015,96,1.400993100360684,8.605790580012386,1593,95.66782006920415
7,12,96,10,0.015,94,1.400993100360684,8.605790580012386,1593,95.66782006920415
7,8,96,14,0.015,96,1.4001073888481412,8.600349976636618,1654,95.88650519031141
7,15,94,14,0.01,95,1.399815439557767,8.598556638430816,1494,95.24671280276816
7,15,95,14,0.01,94,1.399815439557767,8.598556638430816,1494,95.24671280276816
5,12,95,7,0.02,94,1.399558220060262,8.596976632699128,1679,95.56401384083046
5,12,94,7,0.02,95,1.399558220060262,8.596976632699128,1679,95.56401384083046
7,15,95,10,0.01,96,1.399434343994142,8.596215707122385,1372,95.93183391003461
7,15,96,10,0.01,95,1.399434343994142,8.596215707122385,1372,95.93183391003461
5,12,96,14,0.02,94,1.3990503704153614,8.593857097214604,1684,96.1356401384083
5,12,94,14,0.02,96,1.3990503704153614,8.593857097214604,1684,96.1356401384083
7,10,96,14,0.015,95,1.3976595160805068,8.58531358538005,1643,95.7961937716263
7,10,95,14,0.015,96,1.3976595160805068,8.58531358538005,1643,95.7961937716263
7,15,95,10,0.02,95,1.3974960359329396,8.584309386348954,1562,96.02941176470588
7,12,95,14,0.01,94,1.3974855919208848,8.584245232585074,1577,94.90346020761245
7,12,94,14,0.01,95,1.3974855919208848,8.584245232585074,1577,94.90346020761245
7,12,94,14,0.01,94,1.3974488826162292,8.584019740690701,1577,94.3674740484429
7,15,94,7,0.005,94,1.3969340036397573,8.580857026581382,1306,94.13148788927334
7,12,96,14,0.01,94,1.3966161177519854,8.578904369300057,1577,95.439446366782
7,12,94,14,0.01,96,1.3966161177519854,8.578904369300057,1577,95.439446366782
7,15,95,7,0.015,94,1.395357357057221,8.571172260607513,1515,95.54013840830449
7,15,94,7,0.015,95,1.395357357057221,8.571172260607513,1515,95.54013840830449
7,15,95,10,0.015,95,1.3951621390486948,8.569973107450805,1472,95.67889273356401
7,12,94,14,0.005,96,1.3951268587402266,8.56975639335978,1462,95.06020761245674
7,12,96,14,0.005,94,1.3951268587402266,8.56975639335978,1462,95.06020761245674
7,10,95,7,0.01,95,1.3946724043910361,8.566964845738095,1569,94.90657439446363
7,15,94,10,0.005,94,1.3945430431555033,8.56617022676254,1257,94.08304498269892
5,12,94,10,0.01,94,1.394178380562021,8.563930237207229,1523,94.19307958477506
10,10,94,14,0.015,94,1.3937238844710764,8.561138433181144,1669,94.4539792387543
7,8,96,14,0.01,96,1.3933430645461629,8.558799195020972,1618,95.63460207612455
10,10,94,10,0.01,94,1.3923461524216225,8.552675526768601,1604,93.96470588235294
7,15,95,10,0.005,94,1.390800604084946,8.543181785997644,1257,94.7342560553633
7,15,94,10,0.005,95,1.390800604084946,8.543181785997644,1257,94.7342560553633
5,8,94,7,0.015,94,1.390608217983173,8.542000028213156,1707,94.15570934256053
5,12,94,14,0.015,95,1.390348538152736,8.54040490955196,1667,95.2878892733564
5,12,95,14,0.015,94,1.390348538152736,8.54040490955196,1667,95.2878892733564
7,12,94,14,0.005,95,1.3900357944518607,8.538483838852711,1462,94.5
7,12,95,14,0.005,94,1.3900357944518607,8.538483838852711,1462,94.5
7,15,95,14,0.005,94,1.389687721837884,8.536345755501873,1346,94.82387543252595
7,15,94,14,0.005,95,1.389687721837884,8.536345755501873,1346,94.82387543252595
7,10,95,14,0.01,96,1.3894656915678094,8.534981904383553,1601,95.48235294117647
7,10,96,14,0.01,95,1.3894656915678094,8.534981904383553,1601,95.48235294117647
